user_id,cluster,cluster_name
993,1,活动互动/沉睡/回流/高活跃
994,1,活动互动/沉睡/回流/高活跃
995,0,活动互动
996,1,活动互动/沉睡/回流/高活跃
997,1,活动互动/沉睡/回流/高活跃
998,1,活动互动/沉睡/回流/高活跃
999,1,活动互动/沉睡/回流/高活跃
1312,1,活动互动/沉睡/回流/高活跃
1591,1,活动互动/沉睡/回流/高活跃
2110,1,活动互动/沉睡/回流/高活跃
2195,1,活动互动/沉睡/回流/高活跃
3433,0,活动互动
4043,1,活动互动/沉睡/回流/高活跃
4376,0,活动互动
4377,1,活动互动/沉睡/回流/高活跃
4378,1,活动互动/沉睡/回流/高活跃
4379,1,活动互动/沉睡/回流/高活跃
